year,month,법무부?KTO,,,일본 JNTO,,중국 국가관광국,,대만 교통부 관광국,,홍콩 정부관광국,,태국 정부관광국,,베트남 정부 관광국,,마카오정부 관광국,,싱가포르 정부관광국,,스리랑카 관광국,,필리핀 관광청,,캄보디아 관광청,,인도네시아관광국,,말레이시아 정부 관광국,,이스라엘 관광국,,터키 관광국,,몽골 통계청,,몰디브 관광국,,미얀마 관광국,,인도 관광청,,키프로스 통계청,,부탄 관광국,,요르단 관광국,,라오스 통계청,,네팔 관광국,,예멘 관광국,
,,출국자수,국적기준,,입국자 수,국적기준,입국자 수,국적기준,입국자 수,거주지 기준,입국자 수,거주지 기준,입국자 수,국적기준,입국자 수,국적 기준,입국자 수,국적 기준,입국자 수,거주지 기준,입국자 수,거주국기준,입국자 수,거주지 기준,입국자 수,거주지 기준,입국자 수,거주국기준,입국자 수,거주지 기준,입국자 수,거주국기준,입국자 수,국적 기준,입국자 수,거주국기준,입국자 수,거주국기준,입국자 수,거주국기준,입국자 수,거주국기준,입국자 수,거주국기준,입국자 수,거주국기준,입국자 수,거주국기준,입국자 수,거주국기준,입국자 수,거주국기준,입국자 수,거주국기준
,,명수,전년대비,,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비, 명수 ,전년대비, 명수 ,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비,명수,전년대비
2018년,12월,"2,495,279",3.80%,,"681,600",0.40%,,,"109,266",-3.80%,"136,800",3.70%,,,"324,545",26.20%,"77,216",0.10%,"42,222",-2.90%,"1,311",-11.50%,,,,,"30,020",20.90%,"53,174",4.20%,"2,300",21.10%,"12,663",34.20%,,,"3,343",-7.00%,"9,941",,,,,,,,,,,,,,,
2019년,1월,"2,912,331",1.60%,,"779,400",-3.00%,,,"116,976",-9.60%,"161,115",-4.20%,,,"388,977",23.00%,"99,463",1.60%,"71,665",-5.10%,"2,140",-14.20%,,,,,,,,,,,"16,661",43.00%,,,"3,069",2.70%,"14,435",68.00%,,,,,,,,,,,,,,
2019년,2월,"2,617,946",13.30%,,"715,800",1.10%,,,"114,425",23.70%,"143,804",17.20%,,,"383,205",26.30%,"86,179",20.30%,"61,817",16.30%,"1,606",18.20%,,,,,,,,,,,"15,147",61.20%,,,"2,582",24.30%,"12,266",122.40%,,,,,,,,,,,,,,
2019년,3월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019년,4월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019년,5월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019년,6월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019년,7월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019년,8월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019년,9월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019년,10월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019년,11월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019년,12월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000년,누계,"5,508,242",26.90%,,"1,064,390",12.90%,"1,344,721",-,"83,729",-,-,-,"448,207",-,-,-,-,-,-,-,-,-, - ,-, - ,-,"181,032",-,-,-,-,-,-,-,-,-,-,-,-,-,"23,411",-,171,-,-,-,-,-,-,-,-,-,-,-
2001년,누계,"6,084,476",10.50%,,"1,133,971",6.50%,"1,678,836",24.80%,"85,744",2.40%,-,-,"553,441",23.50%,-,-,"48,274",6.50%,-,-,-,-, - ,-, - ,-,"211,220",-,-,-,-,-,-,-,-,-,-,-,-,-,"27,150",16.00%,327,91.20%,-,-,-,-,-,-,-,-,-,-
2002년,누계,"7,123,407",17.10%,,"1,271,835",12.20%,"2,124,310",26.50%,"83,624",-2.50%,"457,438",-,"717,361",29.60%,-,-,"50,447",4.50%,-,-,-,-, - ,-, - ,-,"218,155",-,-,-,-,-,-,-,-,-,-,-,-,-,"29,374",8.20%,146,-55.40%,-,-,-,-,-,-,-,-,-,-
2003년,누계,"7,086,133",-0.50%,,"1,459,333",14.70%,"1,945,500",-8.40%,"92,893",11.10%,"368,176",-19.50%,"695,034",-3.10%,-,-,"38,281",-24.10%,-,-,-,-, - ,-, - ,-,"190,630",-12.62%,-,-,-,-,-,-,-,-,-,-,-,-,"35,584",21.10%,25,-82.90%,-,-,-,-,,-,-,-,-,-
2004년,누계,"8,825,585",24.50%,,"1,588,472",8.80%,"2,844,893",46.20%,"148,095",59.40%,"539,190",46.40%,"910,891",31.10%,"232,995",79.10%,"65,631",71.40%,"360,870",-,-,-,"378,602",-, - ,-,"246,545",29.33%,"91,270",-,"18,503",-,-,-,-,-,-,-,-,-,"47,835",34.40%,12,-52.00%,10,-,-,-,"7,274",-,"3,189",-,-,-
2005년,누계,"10,080,143",14.20%,,"1,747,171",10.00%,"3,545,341",24.60%,"182,517",23.20%,"642,480",19.20%,"816,407",-10.40%,"317,213",36.10%,"120,739",84.00%,"364,192",0.90%,-,-,"489,465",29.30%, - ,-,"263,356",6.82%,"158,177",73.30%,"25,888",39.90%,-,-,"30,787",-,-,-,-,-,"49,895",4.30%,51,325.00%,61,510.00%,"13,200",-,"9,189",26.30%,"5,475",71.70%,-,-
2006년,누계,"11,609,879",15.20%,,"2,117,325",21.20%,"3,923,986",10.70%,"196,260",7.50%,"718,758",11.90%,"1,092,783",33.90%,"421,741",33.00%,"162,709",34.80%,"454,661",24.80%,"5,298",-,"572,133",16.90%,"285,353",-,"298,228",13.24%,"189,464",19.80%,"28,035",8.30%,-,-,"39,930",29.70%,"16,157",-,"18,265",-,"70,407",41.10%,48,-5.90%,60,-1.60%,"17,499",32.60%,"10,963",19.30%,"7,002",27.90%,-,-
2007년,누계,"13,324,977",14.80%,,"2,600,801",22.80%,"4,776,752",21.70%,"225,814",15.10%,"876,231",21.90%,"1,083,652",-0.80%,"475,535",12.80%,"225,417",38.50%,"463,610",2.00%,"4,870",-8.10%,"653,310",14.20%,"329,909",15.61%,"337,246",13.08%,"224,867",18.70%,"33,836",20.70%,-,-,"32,273",-19.20%,"20,976",29.80%,"13,821",-24.30%,"84,583",20.10%,133,177.10%,172,186.70%,"21,238",21.40%,"13,060",19.10%,"12,513",78.70%,"1,242",-
2008년,누계,"11,996,094",-10.00%,,"2,382,548",-8.40%,"3,960,392",-17.10%,"252,266",11.70%,"904,320",3.20%,"888,344",-18.00%,"449,237",-5.50%,"279,794",24.10%,"423,011",-8.80%,"4,300",-11.70%,"611,629",-6.40%,"266,525",-19.21%,"331,409",-1.73%,"267,461",18.90%,"37,601",11.10%,"119,500",-,"43,396",34.50%,"20,934",-0.20%,"12,369",-10.50%,"79,802",-5.70%,0,-100.00%,97,-43.60%,"20,896",-1.60%,"18,065",38.30%,"12,556",0.30%,"1,053",-15.20%
2009년,누계,"9,494,111",-20.90%,,"1,586,772",-33.40%,"3,197,500",-19.30%,"167,641",-33.50%,"618,694",-31.60%,"618,227",-30.40%,"362,115",-19.40%,"204,767",-26.80%,"271,982",-35.70%,"3,695",-14.10%,"497,936",-18.60%,"197,725",-25.81%,"260,314",-21.50%,"227,312",-15.00%,"20,900",-44.40%,"89,148",-25.40%,"27,189",-37.30%,"16,126",-23.00%,"12,508",1.10%,"70,485",-11.70%,60,60.00%,49,-49.50%,"11,191",-46.40%,"17,876",-1.00%,"11,792",-6.10%,-,-
2010년,누계,"12,488,364",31.50%,,"2,439,816",53.80%,"4,076,400",27.50%,"216,901",29.40%,"891,024",44.00%,"805,445",30.30%,"495,902",36.90%,"331,768",62.00%,"360,615",32.60%,"4,426",19.80%,"740,622",48.70%,"289,702",46.52%,"296,060",13.70%,"264,052",16.20%,"38,300",83.30%,"123,315",38.30%,"42,231",55.30%,"24,808",53.80%,"18,930",51.30%,"95,587",35.60%,143,138.30%,182,271.40%,"18,833",68.30%,"27,312",52.80%,"15,151",28.50%,-,-
2011년,누계,"12,693,733",1.60%,,"1,658,073",-32.00%,"4,185,400",2.70%,"242,902",12.00%,"1,020,996",14.60%,"1,006,283",24.90%,"536,408",8.20%,"398,807",20.20%,"414,879",15.00%,"5,485",23.90%,"925,204",24.90%,"342,810",18.33%,"320,596",8.30%,"263,428",-0.20%,"31,800",-17.00%,"149,943",21.60%,"43,994",4.20%,"25,285",1.90%,"22,524",19.00%,"108,680",13.70%,290,102.80%,407,123.60%,"18,683",-0.80%,"34,707",27.10%,"17,495",15.50%,-,-
2012년,누계,"13,736,976",8.20%,,"2,042,775",23.20%,"4,069,900",-2.80%,"259,089",6.70%,"1,078,458",5.60%,"1,163,619",15.60%,"700,917",30.70%,"444,773",11.50%,"445,157",7.30%,"7,838",42.90%,"1,031,155",11.50%,"411,491",20.03%,"328,989",2.60%,"283,977",7.80%,"32,200",1.30%,"159,084",6.10%,"44,360",0.80%,"23,933",-5.30%,"34,805",54.50%,"109,469",0.70%,81,-72.10%,630,54.80%,"14,479",-22.50%,"53,829",55.10%,"18,544",6.00%,,
2013년,누계,"14,846,485",8.10%,,"2,456,165",20.20%,"3,968,998",-2.50%,"351,301",35.60%,"1,083,543",0.50%,"1,295,342",11.30%,"748,727",6.80%,"474,269",6.60%,"471,768",6.00%,"12,207",55.70%,"1,165,789",13.10%,"435,009",5.72%,"351,154",15.60%,"274,622",-3.30%,"28,000",-13.00%,"187,040",17.60%,"45,178",1.80%,"30,306",26.60%,"54,934",57.80%,"112,619",2.90%,0,-100.00%,596,-5.40%,"14,270",-21.70%,"81,799",52.00%,"12,039",-6.50%,,
2014년,누계,"16,080,684",8.30%,,"2,755,313",12.20%,"4,181,700",5.40%,"527,684",50.20%,"1,251,047",15.50%,"1,116,493",-13.80%,"832,969",11.30%,"554,521",16.90%,"536,975",13.80%,"13,412",9.90%,"1,175,472",0.80%,"424,424",-2.40%,"352,004",8.50%,"385,769",40.50%,"21,700",-22.50%,"248,654",32.90%,"45,476",0.70%,"34,896",15.10%,"58,472",6.40%,"106,870",-5.10%,77,-,858,44.00%,"15,366",-17.80%,"96,085",17.50%,"11,475",-4.70%,,
2015년,누계,"19,310,430",20.10%,,"4,002,095",45.30%,"4,444,389",6.30%,"658,757",24.80%,"1,243,293",-0.60%,"1,372,989",23.00%,"1,152,349",38.30%,"554,144",-0.10%,"577,082",7.50%,"14,373",7.20%,"1,339,678",14.00%,"395,259",-6.90%,"353,729",0.50%,"421,161",9.20%,"22,600",4.10%,"222,580",-10.50%,"47,213",3.80%,"33,001",-5.40%,"63,715",9.00%,"102,993",-3.60%,38,-50.60%,640,-25.40%,"11,521",-25.00%,"165,328",72.10%,"18,112",57.80%,,
2016년,누계,"22,383,190",15.90%,,"5,090,302",27.20%,"4,762,163",7.20%,"884,397",34.30%,"1,392,367",12.00%,"1,464,218",6.60%,"1,543,883",34.00%,"662,263",19.50%,"566,503",-1.80%,"14,520",1.00%,"1,475,081",10.10%,"357,194",-9.60%,"343,887",-2.80%,"444,439",5.50%,"28,300",25.20%,"106,904",-52.00%,"57,587",22.00%,"29,580",-10.40%,"64,397",1.10%,"111,076",7.80%,167,339.50%,"1,035",61.70%,"10,671",-7.40%,"173,260",4.80%,,,,
2017년,누계,"26,496,447",18.40%,,"7,140,165",40.30%,"3,854,869",-19.10%,"1,054,380",19.20%,"1,487,670",6.80%,"1,717,867",17.30%,"2,415,245",56.40%,"874,253",32.00%,"631,297",11.40%,"15,963",9.90%,"1,607,821",9.00%,"345,081",-3.40%,"423,191",23.10%,"484,528",9.00%,"40,300",42.40%,"120,622",12.80%,"74,921",30.10%,"34,808",17.70%,"65,829",2.20%,,,,,"6,048",484.30%,"15,660",46.80%,,,,,,
2018년,누계,"28,695,983",8.30%,,"7,538,997",5.60%,,,"1,019,122",-3.30%,"1,421,411",-4.50%,"1,612,459",3.60%,"3,435,406",42.20%,"812,842",-7.00%,"629,451",-0.30%,"15,748",-1.30%,"1,295,862",-2.70%,,,"358,527",-15.30%,"616,783",27.30%,"45,600",13.20%,"153,112",26.90%,"84,184",12.40%,"34,400",-1.20%,"72,852",10.70%,,,,,,,,,,,,,,
2019년,누계,"5,530,277",6.80%,,"1,495,200",-1.10%,,,"231,401",4.30%,"304,919",4.80%,,,"772,182",24.60%,"185,642",9.50%,"133,482",3.70%,"3,746",-2.80%,,,,,,,,,,,"31,808",51.10%,,,"5,651",11.50%,"26,701",89.30%,,,,,,,,,,,,,,
